Andhra Pradesh,Anantapur,Rayadurg,Maize,Hybrid,FAQ,08/02/2024,2000,2250,2100
Andhra Pradesh,East Godavari,Rajahmundry,Paddy(Dhan)(Common),Swarna Masuri (New),FAQ,08/02/2024,2203,2203,2203
Andhra Pradesh,East Godavari,Rajahmundry,Paddy(Dhan)(Common),Paddy,FAQ,08/02/2024,2183,2183,2183
Andhra Pradesh,Guntur,Tenali,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,08/02/2024,9600,10000,9800
Andhra Pradesh,Guntur,Duggirala,Turmeric,Bulb,FAQ,08/02/2024,11200,11361,11200
Andhra Pradesh,Guntur,Duggirala,Turmeric,Finger,FAQ,08/02/2024,10400,11361,10400
Andhra Pradesh,Guntur,Pidugurala(Palnadu),Dry Chillies,1st Sort,FAQ,08/02/2024,11000,19000,16000
Andhra Pradesh,Guntur,Pidugurala(Palnadu),Dry Chillies,Red,FAQ,08/02/2024,13000,21000,17000
Andhra Pradesh,Guntur,Tenali,Lemon,Lemon,FAQ,08/02/2024,5000,6300,5400
Andhra Pradesh,Kurnool,Atmakur,Maize,Hybrid/Local,FAQ,08/02/2024,2090,2090,2090
Andhra Pradesh,Kurnool,Nandikotkur,Bengal Gram(Gram)(Whole),Gulabi,FAQ,08/02/2024,5335,5335,5335
Andhra Pradesh,Kurnool,Nandikotkur,Paddy(Dhan)(Common),Sona,FAQ,08/02/2024,2183,2183,2183
Andhra Pradesh,Kurnool,Pattikonda,Onion,Local,FAQ,08/02/2024,1000,1500,1200
Andhra Pradesh,Kurnool,Kurnool,Arhar (Tur/Red Gram)(Whole),Local,FAQ,08/02/2024,2064,10319,10189
Andhra Pradesh,Kurnool,Kurnool,Dry Chillies,Local,FAQ,08/02/2024,6210,31050,20399
Andhra Pradesh,Kurnool,Kurnool,Foxtail Millet(Navane),Other,FAQ,08/02/2024,5559,5709,5559
Andhra Pradesh,Kurnool,Adoni,Castor Seed,Castor seed,FAQ,08/02/2024,4049,5338,5142
Andhra Pradesh,Kurnool,Banaganapalli,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,08/02/2024,5700,5900,5800
Andhra Pradesh,Kurnool,Kurnool,Groundnut,Local,FAQ,08/02/2024,4512,7173,5899
Andhra Pradesh,Kurnool,Kurnool,Maize,Local,FAQ,08/02/2024,2126,2126,2126
Andhra Pradesh,Kurnool,Kurnool,Sunflower,Bold,FAQ,08/02/2024,3439,6400,3569
Andhra Pradesh,Kurnool,Adoni,Groundnut,Balli/Habbu,FAQ,08/02/2024,3899,7040,6639
